Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3319-6790-5876-24475,2018-08-03,1533329741,Charged,greatlte,200 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew2,TWD,60.00,3.00,63.00,,,268,TW
GPA.3306-2433-5482-35831,2018-08-03,1533329776,Charged,greatlte,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,TWD,30.00,1.00,31.00,,,268,TW
GPA.3356-5108-2976-33038,2018-08-03,1533329912,Charged,ASUS_Z01M_1,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,BRL,24.99,0.00,24.99,João Pessoa,PB,58053175,BR
GPA.3333-6969-8500-49226,2018-08-03,1533329987,Charged,j5xnlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,CRC,"5,600.00",0.00,"5,600.00",San Vicente,,11401,CR
GPA.3393-3102-9642-95679,2018-08-03,1533329994,Charged,HWBLA,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,EUR,0.89,0.20,1.09,,,,IT
GPA.3347-3005-7140-88459,2018-08-03,1533330462,Charged,CPH1819,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PHP,205.00,0.00,205.00,Iloilo,ILOILO,,PH
GPA.3309-9784-2597-98678,2018-08-03,1533330488,Charged,klte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,ZAR,12.99,0.00,12.99,Vanderbijlpark,,1911,ZA
GPA.3383-4837-1432-26459,2018-08-03,1533330657,Charged,mido,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,IDR,"109,000.00",0.00,"109,000.00",Bandung,JAWA BARAT,40253,ID
GPA.3301-8525-3068-09692,2018-08-03,1533330701,Charged,star2lte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,24.16,4.83,28.99,,,,FR
GPA.3359-5769-0369-17836,2018-08-03,1533330751,Charged,hero2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,GBP,0.74,0.15,0.89,,,,GB
GPA.3388-5545-8613-95388,2018-08-03,1533331444,Charged,zeroltebmc,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,CAD,13.99,0.00,13.99,Rocanville,SK,S0A 3L0,CA
GPA.3315-3343-7197-25690,2018-08-03,1533331690,Charged,greatlte,Month Card Fund II (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.mcf2,VND,"450,000.00",0.00,"450,000.00",,,830000,VN
GPA.3344-5815-6786-60257,2018-08-03,1533332390,Charged,dreamqltesq,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,USD,0.99,0.00,0.99,UNINCORPORATED,NV,89521,US
GPA.3342-6207-1043-13861,2018-08-03,1533332410,Charged,dreamqltesq,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,UNINCORPORATED,NV,89521,US
GPA.3321-6188-9598-47974,2018-08-03,1533332529,Charged,A1601,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,THB,250.00,0.00,250.00,บางซื่อ,กรุงเทพมหานคร,10800,TH
GPA.3330-4063-7173-65906,2018-08-03,1533332707,Charged,HWVTR,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SEK,8.80,2.20,11.00,,,,SE
GPA.3369-3362-8418-43025,2018-08-03,1533332782,Charged,cedric,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,São Luís,MA,65000000,BR
GPA.3353-6746-2029-75737,2018-08-03,1533332825,Charged,E2303,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Esenyurt,İSTANBUL,34000,TR
GPA.3352-0634-3818-72566,2018-08-03,1533332859,Charged,tissot_sprout,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,BRL,12.99,0.00,12.99,Cascavel,CE,62850000,BR
GPA.3322-4142-4153-86302,2018-08-03,1533332986,Charged,grandprimeve3g,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,PHP,205.00,0.00,205.00,Pampanga,,2013,PH
GPA.3372-2000-5002-44599,2018-08-03,1533333154,Charged,tissot_sprout,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,Cascavel,CE,62850000,BR
GPA.3387-9201-8006-95372,2018-08-03,1533333199,Charged,hero2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,GBP,7.07,1.42,8.49,,,,GB
GPA.3341-2890-7082-52607,2018-08-03,1533333230,Charged,greatlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,CHF,9.30,0.00,9.30,Domb,,2056,CH
GPA.3387-3610-6375-09863,2018-08-03,1533333243,Charged,hero2lte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,GBP,2.83,0.56,3.39,,,,GB
GPA.3383-2090-5888-76828,2018-08-03,1533333245,Charged,HWVNS-H,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,NL
GPA.3327-8302-1225-20969,2018-08-03,1533333303,Charged,greatlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,CHF,3.80,0.00,3.80,Domb,,2056,CH
GPA.3314-3002-0968-33355,2018-08-03,1533333378,Charged,HWVNS-H,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.84,1.65,9.49,,,,NL
GPA.3376-6325-8109-48555,2018-08-03,1533333497,Charged,a7y17lte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,RUB,"1,100.85",198.15,"1,299.00",Новосибирск,,630063,RU
GPA.3372-4272-9848-29428,2018-08-03,1533333801,Charged,j3y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3316-0379-8950-13567,2018-08-03,1533333813,Charged,CPH1701,200 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew2,TWD,60.00,3.00,63.00,,,741,TW
GPA.3386-7085-3131-07616,2018-08-03,1533333834,Charged,j3y17lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3367-3621-9010-68135,2018-08-03,1533334002,Charged,HWVTR,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,SGD,129.99,0.00,129.99,,,730134,SG
GPA.3322-9705-0050-30448,2018-08-03,1533334015,Charged,F8331,Month Card Fund II (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.mcf2,HUF,"5,196.00","1,403.00","6,599.00",,,,HU
GPA.3396-3316-9058-36601,2018-08-03,1533334169,Charged,OnePlus5T,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,USD,49.99,0.00,49.99,NEW YORK,NY,10036,US
GPA.3384-1845-4753-70320,2018-08-03,1533334213,Charged,dreamqltesq,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,USD,7.99,0.00,7.99,MAPLETON,UT,84663,US
GPA.3331-4205-5642-66571,2018-08-03,1533334242,Charged,ja3g,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,SAR,15.23,0.76,15.99,,,41311,SA
GPA.3348-3023-4392-54105,2018-08-03,1533334271,Charged,OnePlus5,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,BRL,12.99,0.00,12.99,São João del Rei,MG,36300-300,BR
GPA.3308-5565-6041-68962,2018-08-03,1533334296,Charged,OnePlus5,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,São João del Rei,MG,36300-300,BR
GPA.3389-7105-0602-38941,2018-08-03,1533334318,Charged,OnePlus5,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BRL,3.19,0.00,3.19,São João del Rei,MG,36300-300,BR
GPA.3376-7406-4064-84318,2018-08-03,1533334330,Charged,nikel,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PLN,3.81,0.88,4.69,,,,PL
GPA.3321-3258-0430-84156,2018-08-03,1533334435,Charged,dreamlte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,SEK,164.00,41.00,205.00,,,,SE
GPA.3317-4614-3745-70065,2018-08-03,1533334442,Charged,m2a3g,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,Merkez,AYDIN,09000,TR
GPA.3376-1977-5456-23221,2018-08-03,1533334449,Charged,HWVNS-H,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,23.96,5.03,28.99,,,,NL
GPA.3366-7254-9372-22955,2018-08-03,1533334471,Charged,starlte,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,BGN,79.16,15.83,94.99,,,,BG
GPA.3305-4446-8974-40413,2018-08-03,1533334484,Charged,herolte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,15.96,3.03,18.99,,,,DE
GPA.3322-4290-3157-42610,2018-08-03,1533334500,Charged,oxygen,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,TRY,12.70,2.29,14.99,Istanbul,,34295,TR
GPA.3368-1389-9099-59064,2018-08-03,1533334518,Charged,gemini,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,NGN,310.00,0.00,310.00,Lagos,,101241,NG
GPA.3319-9009-4353-73444,2018-08-03,1533334553,Charged,HWFIG-H,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,,,38020,TR
GPA.3363-0852-7653-12619,2018-08-03,1533334595,Charged,herolte,3500 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.49.99,EUR,40.49,8.50,48.99,,,,NL
GPA.3377-1856-3460-69141,2018-08-03,1533334634,Charged,zeroflte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.97,1.52,9.49,,,,DE
GPA.3350-4023-3940-93120,2018-08-03,1533334718,Charged,herolte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.84,1.65,9.49,,,,NL
GPA.3389-9950-9832-48298,2018-08-03,1533334830,Charged,HWWAS-H,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,HRK,6.40,1.60,8.00,,,,HR
GPA.3368-7867-6591-29285,2018-08-03,1533334838,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,NL
GPA.3368-4122-8045-35846,2018-08-03,1533334884,Charged,tissot_sprout,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PLN,3.81,0.88,4.69,,,,PL
GPA.3313-9774-3317-78722,2018-08-03,1533334910,Charged,santoni,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.92,0.17,1.09,,,,DE
GPA.3372-7635-7333-53036,2018-08-03,1533334926,Charged,santoni,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.18,0.61,3.79,,,,DE
GPA.3371-8400-4388-45445,2018-08-03,1533334930,Charged,H3113,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,15.83,3.16,18.99,,,,FR
GPA.3389-1141-4190-00807,2018-08-03,1533335233,Charged,VIA_A1_1,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Inegol,BURSA,16400,TR
GPA.3373-3092-0282-94268,2018-08-03,1533335327,Charged,CPH1723,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3340-1328-2211-07674,2018-08-03,1533335699,Charged,HWSLA-Q,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,BGN,6.24,1.25,7.49,,,,BG
GPA.3381-8578-3433-92899,2018-08-03,1533335771,Charged,heroltebmc,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,CAD,5.49,0.00,5.49,Bentley,AB,T0c 0j0,CA
GPA.3371-2376-0187-40129,2018-08-03,1533335796,Charged,HWSLA-Q,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,BGN,1.74,0.35,2.09,,,,BG
GPA.3304-1419-6020-87254,2018-08-03,1533335876,Charged,hlteatt,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,USD,29.99,0.00,29.99,CAPE CORAL,FL,33990,US
GPA.3381-1425-4276-64994,2018-08-03,1533335942,Charged,HWRNE,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,Davao City,DAVAO DEL SUR,8000,PH
GPA.3320-7817-8839-98432,2018-08-03,1533335975,Charged,HWSTF,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,SEK,247.20,61.80,309.00,,,,SE
GPA.3354-5387-3856-88425,2018-08-03,1533336110,Charged,greatlte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,GBP,2.83,0.56,3.39,,,,GB
GPA.3327-8023-8705-67029,2018-08-03,1533336207,Charged,dream2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SEK,8.80,2.20,11.00,,,,SE
GPA.3392-8712-9489-47060,2018-08-03,1533336207,Charged,j7xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Mersin,MERSIN,33100,TR
GPA.3398-1797-6250-00308,2018-08-03,1533336212,Charged,hero2lte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,EUR,16.39,3.60,19.99,,,,IT
GPA.3383-6043-1867-40181,2018-08-03,1533336274,Charged,kinzie_uds,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,BRL,94.99,0.00,94.99,São Bento do Sul,SC,89280130,BR
GPA.3339-1306-6450-75542,2018-08-03,1533336519,Charged,hero2lte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,TRY,2.96,0.53,3.49,Manisa,SALIHLI,45300,TR
GPA.3324-7500-1242-87869,2018-08-03,1533336659,Charged,whyred,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,THB,34.00,0.00,34.00,phuket,,83000,TH
GPA.3343-5598-8966-93569,2018-08-03,1533336705,Charged,hero2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.78,1.71,9.49,,,,IT
GPA.3328-1833-5084-01406,2018-08-03,1533337188,Charged,starlte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,GBP,14.16,2.83,16.99,,,,GB
GPA.3384-5102-5443-05461,2018-08-03,1533337273,Charged,HWMYA-L6737,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",Phủ Lý,HÀ NAM,,VN
GPA.3366-3227-9266-44754,2018-08-03,1533337276,Charged,herolte,7000 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.99.99,EUR,78.50,16.49,94.99,,,,NL
GPA.3313-5080-2235-69091,2018-08-03,1533337400,Charged,PLE,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,EUR,3.18,0.61,3.79,,,,DE
GPA.3385-3202-1730-55342,2018-08-03,1533337417,Charged,PLE,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,EUR,6.29,1.20,7.49,,,,DE
GPA.3372-9184-7703-30819,2018-08-03,1533337500,Charged,HWNXT,310 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew3,MYR,12.99,0.00,12.99,Johor,JOHOR,81100,MY
GPA.3330-8501-2027-63033,2018-08-03,1533337579,Charged,greatlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,IDR,"139,000.00",0.00,"139,000.00",Semarang,JAWA TENGAH,,ID
GPA.3363-5017-3414-72823,2018-08-03,1533337736,Charged,dreamlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,GBP,0.74,0.15,0.89,,,,GB
GPA.3332-6246-8322-95969,2018-08-03,1533337893,Charged,star2lte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.78,1.71,9.49,,,,IT
GPA.3302-5721-1288-64256,2018-08-03,1533337944,Charged,G3121,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,TRY,97.45,17.54,114.99,Kepez,ANTALYA,07050,TR
GPA.3325-6909-1761-71231,2018-08-03,1533337986,Charged,G3121,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,Kepez,ANTALYA,07050,TR
GPA.3334-0323-3473-85986,2018-08-03,1533338215,Charged,greatqltechn,3100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew7,HKD,238.00,0.00,238.00,天水圍,新界,,HK
GPA.3325-6837-3546-96250,2018-08-03,1533338385,Charged,dreamlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.90,0.19,1.09,,,,NL
GPA.3383-1337-3238-55345,2018-08-03,1533338427,Charged,dreamlte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.21,0.68,3.89,,,,NL
GPA.3317-8378-8608-72979,2018-08-03,1533338851,Charged,HWCLT,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,EUR,0.89,0.20,1.09,,,,IT
GPA.3394-8312-9185-19541,2018-08-03,1533339327,Charged,HWBLA,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.18,0.61,3.79,,,,DE
GPA.3350-4755-7572-99515,2018-08-03,1533339371,Charged,p1,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Surabaya,JAWA TIMUR,,ID
GPA.3306-5977-9306-84362,2018-08-03,1533339516,Charged,msf3,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,CRC,560.00,0.00,560.00,Alajuela,,,CR
GPA.3363-2290-2937-90157,2018-08-03,1533339539,Charged,on7xelte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,5.80,37.99,Ankara,ANKARA,06370,TR
GPA.3349-5364-9678-97939,2018-08-03,1533339556,Charged,lucye,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,EUR,6.55,1.44,7.99,,,,IT
GPA.3372-3202-3446-60789,2018-08-03,1533339569,Charged,lucye,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,EUR,3.19,0.70,3.89,,,,IT
GPA.3398-7072-6439-97740,2018-08-03,1533339771,Charged,gts210vewifi,830 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok5,EUR,6.19,1.30,7.49,,,,NL
GPA.3335-1879-8076-13108,2018-08-03,1533339791,Charged,j7velte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,PHP,"1,550.00",0.00,"1,550.00",Bulacan,ABRA,,PH
GPA.3301-6342-0987-39844,2018-08-03,1533339960,Charged,herolte,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,EUR,3.24,0.65,3.89,,,,FR
GPA.3372-3890-1558-55757,2018-08-03,1533340148,Charged,hwbgo,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,Calamba,LAGUNA,4027,PH
GPA.3355-3629-6247-02042,2018-08-03,1533340270,Charged,a7alte,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,TRY,25.42,4.57,29.99,Kocaeli,KOCAELI,41100,TR
GPA.3355-8166-1155-82067,2018-08-03,1533340337,Charged,herolte,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,EUR,24.16,4.83,28.99,,,,FR
GPA.3341-7024-1108-45201,2018-08-03,1533340356,Charged,1603,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,baliuag,BULACAN,3001,PH
GPA.3346-1357-6212-94406,2018-08-03,1533340364,Charged,noblelte,310 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew3,MYR,12.99,0.00,12.99,而连突,PAHANG,27000,MY
GPA.3345-7065-7491-32432,2018-08-03,1533340416,Charged,dream2lte,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,VND,"450,000.00",0.00,"450,000.00",Cần Thơ,CẦN THƠ,,VN
GPA.3325-6909-1761-71231,2018-08-03,1533340505,Refund,G3121,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,TRY,32.19,-5.80,-37.99,Kepez,ANTALYA,07050,TR
GPA.3309-5526-2660-40040,2018-08-03,1533340526,Charged,P024_4,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,TWD,30.00,1.00,31.00,淡水區,新北市,25160,TW
GPA.3314-2441-7100-64404,2018-08-03,1533340583,Charged,j5xnlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",,,,VN
GPA.3319-9093-9466-40434,2018-08-03,1533340584,Charged,P024_4,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew1,TWD,30.00,1.00,31.00,淡水區,新北市,25160,TW
GPA.3356-4156-5922-52422,2018-08-03,1533340693,Charged,HWBLA,200 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.rghg.sgzmjzhdnyanew2,EUR,1.80,0.39,2.19,,,,IT
GPA.3395-6795-0287-81897,2018-08-04,1533340951,Charged,dreamlte,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.84,1.65,9.49,,,,NL
GPA.3330-7023-6912-28556,2018-08-04,1533341123,Charged,on7xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",hanoi,HÀ NỘI,100000,VN
GPA.3362-8622-7377-50835,2018-08-04,1533341141,Charged,on7xelte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,VND,"23,000.00",0.00,"23,000.00",hanoi,HÀ NỘI,100000,VN
GPA.3350-8829-6116-86247,2018-08-04,1533341256,Charged,gt510wifi,280 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.3.99,USD,3.99,0.00,3.99,PALM BEACH GARDENS,FL,33414,US
GPA.3360-1516-8896-20730,2018-08-04,1533341421,Charged,greatlte,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,SGD,1.48,0.00,1.48,,,536981,SG
GPA.3363-6843-3763-92374,2018-08-04,1533341654,Charged,ASUS_X00HD_1,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,PHP,50.00,0.00,50.00,,,,PH
GPA.3323-3966-0896-48691,2018-08-04,1533341724,Charged,A37f,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp2,IDR,"55,000.00",0.00,"55,000.00",Cimahi,JAWA BARAT,40512,ID
GPA.3312-0587-5510-41182,2018-08-04,1533341769,Charged,HWRNE,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,THB,300.00,0.00,300.00,เขตบางพลัด,กรุงเทพมหานคร,10700,TH
GPA.3353-9331-4211-85571,2018-08-04,1533341898,Charged,OnePlus3,Special Package (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.sp1,GBP,5.83,1.00,6.99,,,,GB
GPA.3348-3886-6937-46732,2018-08-04,1533341968,Charged,1725,1400 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.19.99,THB,625.00,0.00,625.00,ระยอง,ระยอง,21000,TH
GPA.3343-6813-6582-64237,2018-08-04,1533342133,Charged,star2qltechn,100 diamonds (Final Kingdoms: Darkgold Descends!),com.rghg.sgzmjzhdny,inapp,com.sanguo.tok1,HKD,8.00,0.00,8.00,,-,,HK
GPA.3352-7616-6728-89875,2018-08-04,1533342198,Charged,HWBLA,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,EUR,7.97,1.52,9.49,,,,DE
GPA.3336-3348-8184-23530,2018-08-04,1533342290,Charged,A37f,70 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.0.99,IDR,"13,000.00",0.00,"13,000.00",Cimahi,JAWA BARAT,40512,ID
GPA.3350-9024-2935-37315,2018-08-04,1533342422,Charged,athene_f,2100 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.29.99,BRL,94.99,0.00,94.99,Belém,PA,66820000,BR
GPA.3317-1016-2514-15946,2018-08-04,1533342452,Charged,tissot_sprout,700 Diamonds (Pocket Knights 2),com.mngo.knights,inapp,com.mngo.knights.9.99,UAH,254.99,0.00,254.99,Novomoskovsk,Дніпропетровська область,51200,UA
